id istituto,nome istituto,tipo istituto,posti regolamentari,posti non disponibili,totale detenuti,polizia penitenziaria - effettivi,polizia penitenziaria - previsti,amministrativi - effettivi,amministrativi - previsti,educatori - effettivi,educatori - previsti,numero complessivo,numero non disponibili,doccia,bidet,portatori di handicap,servizi igienici con porta,accensione luce autonoma,prese elettriche,dati aggiornati al,personale polizia penitenziaria aggiornato al,personale amministrativo aggiornato al,data di aggiornamento spazi detentivi
MII181358,Spoleto,Casa di reclusione,456,0,465,250,273,30,32,9,8,403.0,0.0,130.0,1.0,2.0,403.0,403.0,320.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172835,Cagliari Uta,Casa circondariale - Ettore Scalas,561,0,769,317,394,32,41,12,12,282.0,0.0,278.0,22.0,26.0,282.0,282.0,282.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158910,Agrigento,Casa circondariale - Pasquale Di Lorenzo,283,25,341,219,197,21,23,5,5,247.0,23.0,192.0,42.0,0.0,247.0,228.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177118,Lanusei,Casa circondariale - San Daniele,33,0,32,36,31,5,9,0,2,14.0,0.0,14.0,0.0,0.0,14.0,11.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179224,Nuoro,Casa circondariale,378,105,198,158,191,18,23,7,5,154.0,59.0,101.0,55.0,3.0,154.0,101.0,96.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172222,Barcellona Pozzo di Gotto,Casa circondariale - Vittorio Madia,387,83,207,148,169,27,26,8,7,128.0,41.0,84.0,72.0,5.0,98.0,78.0,128.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178003,Onanì,Casa di reclusione - Onanì-Mamone,292,122,121,94,119,16,24,8,6,64.0,23.0,57.0,2.0,0.0,64.0,57.0,57.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179274,Oristano,Casa di reclusione - Salvatore Soro,264,2,220,157,188,18,22,6,6,138.0,1.0,138.0,9.0,6.0,138.0,138.0,132.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181385,Tempio Pausania,Casa di reclusione - Paolo Pittalis,170,0,163,104,146,14,19,6,5,90.0,0.0,90.0,18.0,4.0,90.0,90.0,90.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179965,Ragusa,Casa circondariale,196,13,203,69,84,18,18,3,3,66.0,9.0,54.0,3.0,2.0,56.0,66.0,66.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181109,Sciacca,Casa circondariale,73,53,19,45,44,12,13,2,2,25.0,16.0,24.0,0.0,0.0,22.0,10.0,23.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178666,Napoli Poggioreale,Casa circondariale - Giuseppe Salvia,1624,266,2089,679,828,68,63,21,24,598.0,113.0,348.0,142.0,12.0,536.0,536.0,529.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178672,Napoli Secondigliano,Casa circondariale - Pasquale Mandato,1096,14,1473,1115,951,63,57,22,18,832.0,14.0,251.0,232.0,8.0,828.0,712.0,832.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172592,Brescia Canton Monbello,Casa circondariale - Nerio Fischione,182,0,379,184,197,21,30,9,8,100.0,0.0,91.0,0.0,0.0,100.0,100.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158895,Milano San Vittore,Casa circondariale - Francesco Di Cataldo,702,231,996,562,655,37,45,13,14,492.0,177.0,272.0,184.0,0.0,327.0,325.0,325.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178501,Milano San Vittore femminile,Casa circondariale - Francesco Di Cataldo,46,1,85,0,0,0,0,0,0,40.0,1.0,3.0,2.0,0.0,40.0,40.0,40.0,2024-12-24,,,2024-12-24
MII174825,Firenze Mario Gozzini,Casa circondariale,91,14,101,46,50,15,16,2,3,51.0,8.0,0.0,0.0,0.0,51.0,9.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179932,Porto Azzurro,Casa di reclusione - Pasquale De Santis,334,31,330,159,205,24,26,11,10,306.0,21.0,118.0,13.0,0.0,285.0,306.0,306.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181407,Terni,Casa circondariale,422,0,571,202,243,29,26,7,6,281.0,0.0,70.0,201.0,4.0,281.0,281.0,71.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180465,Sanremo,Casa di reclusione - Nuovo Complesso,223,2,265,163,185,12,19,6,5,109.0,2.0,68.0,99.0,0.0,109.0,109.0,10.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158944,Ancona Barcaglione,Casa di reclusione,100,0,87,59,60,7,0,3,0,98.0,0.0,24.0,0.0,0.0,98.0,98.0,98.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158941,Ancona Montacuto,Casa circondariale,256,0,337,125,175,21,31,5,8,111.0,0.0,102.0,98.0,3.0,111.0,101.0,101.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172011,Avellino,Casa circondariale - Antimo Graziano Bellizzi,500,24,532,291,263,29,35,9,10,211.0,12.0,187.0,61.0,3.0,210.0,82.0,84.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181392,Teramo,Casa circondariale,255,1,436,169,206,19,21,4,5,239.0,1.0,11.0,26.0,1.0,239.0,5.0,4.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181918,Vicenza,Casa circondariale - Filippo Del Papa,276,28,375,179,194,14,20,4,3,204.0,26.0,204.0,196.0,4.0,204.0,204.0,179.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178085,Massa,Casa di reclusione,174,8,234,119,130,16,24,4,5,109.0,4.0,108.0,98.0,8.0,109.0,109.0,109.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178115,Massa Marittima,Casa circondariale,48,0,45,27,36,9,14,2,2,24.0,0.0,24.0,24.0,0.0,24.0,24.0,24.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177420,Lecce,Casa circondariale - Nuovo Complesso,798,50,1221,590,572,46,44,13,13,654.0,50.0,81.0,654.0,8.0,654.0,654.0,653.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179830,Pescara,Casa circondariale,276,4,448,122,166,27,22,8,6,110.0,2.0,105.0,15.0,2.0,110.0,110.0,109.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179945,Pozzuoli,Casa circondariale femminile,98,98,0,11,119,5,21,0,4,29.0,29.0,29.0,29.0,0.0,29.0,9.0,29.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177346,Laureana di Borrello,Casa di reclusione - Luigi Daga,37,0,47,31,37,9,13,0,1,37.0,0.0,37.0,37.0,0.0,37.0,37.0,37.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181440,Trani femminile,Casa di reclusione,32,0,36,0,0,0,0,0,0,19.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,2024-12-24,,,2024-12-24
MII159314,Augusta,Casa di reclusione,364,22,575,175,224,27,29,9,9,339.0,22.0,75.0,0.0,3.0,339.0,25.0,339.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173006,Caltagirone,Casa circondariale,541,164,428,173,197,22,24,7,6,215.0,70.0,186.0,70.0,0.0,215.0,215.0,195.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173259,Castelvetrano,Casa circondariale,44,0,72,56,50,10,12,1,2,40.0,0.0,25.0,0.0,0.0,40.0,2.0,2.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173301,Catania Piazza Lanza,Casa circondariale,279,0,411,248,268,23,25,4,5,106.0,0.0,94.0,35.0,2.0,106.0,51.0,106.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173813,Enna,Casa circondariale - Luigi Bodenza,167,11,212,97,97,16,18,3,3,79.0,2.0,39.0,0.0,2.0,79.0,78.0,78.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173994,Favignana,Casa di reclusione - Giuseppe Barraco,89,0,85,59,79,11,14,3,3,33.0,0.0,33.0,0.0,2.0,33.0,33.0,33.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176451,Gela,Casa circondariale,48,0,77,48,46,9,11,2,2,48.0,0.0,48.0,48.0,0.0,48.0,1.0,46.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176714,Giarre,Casa circondariale,58,7,71,39,40,11,12,2,2,58.0,7.0,58.0,0.0,0.0,58.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178681,Noto,Casa di reclusione - Attilio Bonincontro,176,0,148,73,89,22,19,5,5,98.0,0.0,98.0,0.0,0.0,98.0,98.0,98.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180451,San Cataldo,Casa di reclusione,135,1,117,63,59,18,14,2,2,21.0,1.0,21.0,0.0,1.0,1.0,9.0,21.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181401,Termini Imerese,Casa circondariale - Antonino Burrafato,95,0,97,97,80,9,13,2,2,51.0,0.0,42.0,1.0,1.0,42.0,35.0,51.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181625,Trapani,Casa circondariale - Pietro Cerulli,555,58,522,242,266,25,27,7,7,233.0,32.0,159.0,71.0,10.0,205.0,165.0,187.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172332,Biella,Casa circondariale,394,4,504,175,210,15,27,9,8,258.0,2.0,70.0,195.0,4.0,258.0,258.0,70.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179876,Volterra,Casa di reclusione,189,1,173,67,82,17,19,5,5,176.0,1.0,0.0,1.0,0.0,157.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172208,Civitavecchia Nuovo Complesso,Casa circondariale,357,46,547,246,261,21,35,9,8,334.0,46.0,41.0,154.0,0.0,334.0,333.0,334.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181417,Tolmezzo,Casa circondariale,149,1,142,167,175,10,19,5,5,149.0,1.0,2.0,149.0,0.0,149.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173063,Caltanissetta,Casa circondariale,183,0,234,139,120,19,20,4,4,111.0,0.0,108.0,103.0,2.0,111.0,110.0,108.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158901,Belluno,Casa circondariale,89,7,112,80,85,8,14,2,2,50.0,6.0,20.0,20.0,0.0,50.0,40.0,40.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173341,Cosenza,Casa circondariale - Sergio Cosmai,220,9,264,139,154,20,20,6,5,93.0,7.0,92.0,84.0,2.0,93.0,93.0,93.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172344,Bollate,Casa di reclusione - IIª casa,1267,2,1376,420,502,41,55,21,22,707.0,2.0,185.0,707.0,8.0,707.0,707.0,705.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181691,Vallo della Lucania,Casa circondariale - Alfredo Paragano,40,0,59,32,21,6,13,1,2,10.0,0.0,9.0,9.0,0.0,10.0,10.0,10.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII160204,Benevento,Casa circondariale - Michele Gaglione,259,8,397,230,217,29,23,6,6,230.0,6.0,230.0,0.0,0.0,230.0,1.0,230.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181934,Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,440,35,702,261,330,31,34,9,8,440.0,35.0,7.0,404.0,2.0,440.0,440.0,159.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172827,Bergamo,Casa circondariale,319,1,587,200,221,13,23,4,6,192.0,1.0,113.0,53.0,2.0,192.0,192.0,192.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176771,Isili,Casa di reclusione,130,23,78,65,72,14,20,4,4,30.0,4.0,30.0,11.0,0.0,30.0,26.0,30.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII159060,Arienzo,Casa di reclusione - Gennaro De Angelis,58,0,87,48,43,11,13,2,2,53.0,0.0,53.0,53.0,0.0,53.0,53.0,53.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177134,L'Aquila,Casa circondariale,228,6,173,139,157,20,20,3,3,216.0,2.0,12.0,43.0,0.0,216.0,12.0,6.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178700,Novara,Casa circondariale,156,0,165,152,166,11,17,3,3,102.0,0.0,10.0,0.0,0.0,100.0,102.0,102.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178148,Messina,Casa circondariale,302,84,221,228,185,21,23,4,4,134.0,50.0,134.0,75.0,21.0,134.0,134.0,134.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173285,Catania Bicocca,Casa circondariale,136,5,201,198,160,18,19,3,3,127.0,5.0,123.0,0.0,0.0,127.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181079,Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,7,175,99,86,13,18,3,3,86.0,3.0,82.0,0.0,0.0,86.0,86.0,86.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177384,Lauro,Istituto custodia attenuata per madri,50,0,5,0,0,5,0,1,0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,2024-12-24,,2024-09-30,2024-12-24
MII179324,Palermo Ucciardone,Casa di reclusione - Calogero Di Bona,569,34,529,286,341,31,40,9,13,265.0,34.0,184.0,4.0,7.0,265.0,225.0,263.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181091,Sassari,Casa circondariale - Giovanni Bacchiddu,454,1,534,283,342,25,33,8,9,292.0,1.0,292.0,9.0,22.0,292.0,292.0,201.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179781,Perugia,Casa circondariale - Nuovo complesso penitenziario Capanne,363,55,464,197,234,23,27,5,6,310.0,55.0,307.0,40.0,3.0,310.0,310.0,310.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181880,Vercelli,Casa circondariale,230,43,294,156,186,8,18,4,4,193.0,37.0,14.0,19.0,0.0,193.0,193.0,193.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181924,Vigevano,Casa di reclusione,242,14,353,199,221,15,22,7,7,236.0,14.0,0.0,222.0,0.0,236.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177996,Locri,Casa circondariale,86,0,122,69,73,12,15,3,3,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1560,677,782,67,58,18,16,624.0,65.0,108.0,1.0,10.0,375.0,621.0,571.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173265,Castrovillari,Casa circondariale - Rosa Sisca,122,0,181,106,113,12,15,2,2,120.0,0.0,2.0,20.0,0.0,120.0,120.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178045,Lucera,Casa circondariale,135,0,161,76,91,16,17,3,3,81.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177332,Latina,Casa circondariale,77,0,124,119,125,17,17,5,4,65.0,0.0,65.0,32.0,0.0,65.0,53.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179856,Piazza Armerina,Casa circondariale,49,1,74,41,45,10,12,2,2,42.0,1.0,31.0,0.0,0.0,42.0,5.0,42.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177107,Lanciano,Casa circondariale,223,0,259,117,151,16,18,5,4,192.0,0.0,10.0,32.0,0.0,192.0,29.0,18.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179306,Palermo Pagliarelli,Casa circondariale - Antonio Lorusso,1165,9,1431,674,581,49,53,17,17,735.0,7.0,298.0,722.0,0.0,729.0,721.0,66.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,3,578,227,209,30,31,10,9,130.0,1.0,70.0,86.0,4.0,130.0,104.0,82.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181377,Taranto,Casa circondariale - Carmelo Magli,500,16,943,318,297,26,31,7,8,349.0,16.0,135.0,96.0,5.0,349.0,280.0,76.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176414,Fossano,Casa di reclusione,136,0,102,62,72,8,16,2,3,48.0,0.0,38.0,3.0,1.0,48.0,13.0,10.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179237,Opera,Casa di reclusione - Iª casa,918,18,1312,539,628,45,54,21,22,818.0,18.0,230.0,625.0,4.0,818.0,226.0,236.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII152284,Genova Marassi,Casa circondariale,535,0,678,336,336,29,36,11,10,213.0,0.0,128.0,175.0,3.0,213.0,100.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,59,296,197,206,22,22,5,5,265.0,59.0,27.0,264.0,0.0,265.0,157.0,17.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180001,Rimini,Casa circondariale,118,0,130,111,127,14,17,4,3,53.0,0.0,33.0,36.0,0.0,53.0,41.0,53.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,398,172,194,17,19,5,5,234.0,0.0,37.0,197.0,0.0,234.0,234.0,234.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179842,Piacenza,Casa circondariale - San Lazzaro,416,17,519,218,215,19,26,5,6,275.0,17.0,77.0,9.0,5.0,275.0,275.0,254.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172508,Bologna,Casa circondariale - Rocco D'Amato,507,22,838,436,462,27,35,9,10,447.0,8.0,131.0,59.0,2.0,447.0,90.0,16.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179981,Ravenna,Casa circondariale,49,0,80,69,74,17,14,5,3,49.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179364,Parma,Casa di reclusione,655,41,743,368,423,1,0,0,0,515.0,41.0,443.0,145.0,16.0,515.0,515.0,515.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176403,Forlì,Casa circondariale,144,12,154,103,120,14,18,4,4,123.0,8.0,0.0,44.0,0.0,123.0,113.0,123.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178638,Modena,Casa circondariale,372,3,569,223,222,23,27,6,6,264.0,1.0,204.0,15.0,3.0,264.0,264.0,66.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181125,Siracusa,Casa circondariale,545,0,669,240,234,21,29,6,6,245.0,0.0,219.0,19.0,2.0,245.0,245.0,245.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179988,Reggio Calabria Arghillà,Casa circondariale,294,8,344,135,164,12,32,5,8,85.0,8.0,85.0,0.0,3.0,85.0,85.0,85.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII172610,Brescia Verziano,Casa di reclusione,71,1,112,77,95,2,0,1,0,71.0,1.0,71.0,0.0,0.0,71.0,10.0,71.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII172320,Busto Arsizio,Casa circondariale,240,13,411,184,190,15,21,4,5,177.0,13.0,154.0,170.0,0.0,177.0,177.0,176.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173712,Como,Casa circondariale,226,1,432,198,216,17,23,5,6,200.0,1.0,55.0,177.0,0.0,200.0,4.0,4.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173747,Cremona,Casa circondariale,394,10,584,177,202,17,23,6,6,252.0,10.0,68.0,216.0,4.0,252.0,77.0,77.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII177436,Lecco,Casa circondariale,53,0,81,41,38,6,14,2,2,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII178027,Lodi,Casa circondariale,45,3,78,44,44,10,13,3,2,30.0,3.0,27.0,0.0,0.0,29.0,30.0,7.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII178072,Mantova,Casa circondariale,97,3,152,72,72,11,18,3,3,56.0,3.0,5.0,4.0,0.0,56.0,4.0,56.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII178659,Monza,Casa circondariale,411,1,715,281,296,17,29,6,8,317.0,1.0,32.0,273.0,1.0,317.0,317.0,67.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII182910,Pavia,Casa circondariale,515,7,681,239,255,22,26,9,8,298.0,7.0,113.0,104.0,4.0,298.0,298.0,298.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181346,Sondrio,Casa circondariale,26,0,39,28,27,2,11,1,1,20.0,0.0,3.0,0.0,0.0,18.0,3.0,20.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181703,Varese,Casa circondariale,53,0,99,57,59,6,13,2,2,47.0,0.0,15.0,0.0,0.0,47.0,47.0,1.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179733,Voghera,Casa circondariale - Nuovo Complesso,341,0,353,201,231,12,21,4,5,190.0,0.0,84.0,179.0,4.0,190.0,73.0,186.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173311,Catanzaro,Casa circondariale - Ugo Caridi,682,50,646,385,415,30,38,9,10,392.0,24.0,208.0,23.0,22.0,391.0,208.0,392.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173324,Crotone,Casa circondariale,99,2,116,70,75,11,18,3,3,33.0,1.0,33.0,0.0,2.0,33.0,33.0,33.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179342,Palmi,Casa circondariale - Filippo Salsone,141,0,168,112,131,12,18,4,4,54.0,0.0,37.0,0.0,0.0,54.0,53.0,54.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179353,Paola,Casa circondariale,181,27,190,106,112,17,19,4,4,161.0,12.0,156.0,3.0,0.0,161.0,159.0,161.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,0,311,109,139,20,23,7,6,142.0,0.0,136.0,46.0,0.0,142.0,142.0,142.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,33,382,192,224,24,26,6,6,154.0,25.0,121.0,8.0,0.0,154.0,154.0,154.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,263,13,324,145,165,14,21,4,5,133.0,8.0,121.0,64.0,4.0,133.0,81.0,125.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,20,261,136,105,28,25,5,7,90.0,6.0,82.0,65.0,3.0,90.0,41.0,28.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,562,28,487,167,179,26,29,6,7,280.0,26.0,140.0,139.0,6.0,164.0,279.0,137.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173784,Eboli,Casa di reclusione,54,0,49,27,24,10,14,0,3,9.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII172580,Bolzano,Casa circondariale,88,0,120,61,77,5,20,1,4,31.0,0.0,1.0,0.0,0.0,19.0,5.0,30.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,79,48,54,5,12,1,2,17.0,0.0,17.0,16.0,0.0,17.0,17.0,17.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179290,Padova,Casa circondariale,188,1,231,128,142,15,19,3,3,68.0,1.0,68.0,68.0,3.0,68.0,68.0,68.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,125,966,446,460,44,43,12,13,404.0,65.0,339.0,295.0,8.0,404.0,404.0,244.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179913,Pordenone,Casa circondariale,37,0,50,44,53,10,13,2,2,14.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII180424,Rovigo,Casa circondariale,209,0,250,132,175,13,19,4,4,111.0,0.0,109.0,109.0,6.0,111.0,111.0,109.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII159065,Ascoli Piceno,Casa circondariale,103,3,131,145,152,17,16,3,3,65.0,2.0,19.0,59.0,0.0,63.0,4.0,13.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,98,66,62,14,16,3,3,57.0,12.0,45.0,34.0,2.0,57.0,57.0,45.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII174501,Fermo,Casa di reclusione,43,0,53,49,50,11,15,2,3,22.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181645,Treviso,Casa circondariale,132,0,241,136,149,13,17,2,3,62.0,0.0,9.0,5.0,0.0,61.0,8.0,6.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII176424,Fossombrone,Casa di reclusione,182,81,89,99,129,17,19,5,6,123.0,81.0,42.0,0.0,1.0,33.0,34.0,122.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,4,235,124,149,21,20,6,5,64.0,4.0,5.0,39.0,0.0,48.0,7.0,64.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181672,Udine,Casa circondariale - Antonio Santoro,95,0,177,90,112,14,17,4,4,62.0,0.0,60.0,60.0,1.0,62.0,62.0,60.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII179818,Pesaro,Casa circondariale,156,1,241,144,154,16,18,4,4,125.0,1.0,4.0,12.0,0.0,125.0,6.0,5.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,2,263,147,149,17,18,5,5,86.0,2.0,86.0,86.0,0.0,86.0,86.0,86.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,100,110,135,14,20,5,4,28.0,0.0,16.0,28.0,0.0,28.0,9.0,14.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII181891,Verona,Casa circondariale - Montorio,335,17,595,319,317,19,27,4,5,308.0,15.0,104.0,281.0,2.0,308.0,1.0,1.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII182440,Avezzano,Casa circondariale,53,2,75,32,39,9,12,2,2,33.0,2.0,33.0,1.0,0.0,33.0,33.0,33.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
MII173088,Campobasso,Casa circondariale,107,10,161,92,105,8,14,2,3,74.0,7.0,45.0,61.0,1.0,74.0,74.0,74.0,2024-12-25,2024-09-30,2024-09-30,2024-12-25
